10/9 20:33:26.282  ---- Startup ----
10/9 20:34:00.971  ---- ClientAvailableHotfixes ----
10/9 20:34:00.986  ---- UserClientHotfixRequest ----
10/9 20:34:00.986  ---- ApplyingHotfixes from Cache ----
10/9 20:34:00.995  	68943 Table CharSectionCondition RecID 8 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3974 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3975 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3976 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3977 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3978 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3979 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3980 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3981 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3982 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3983 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3984 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3985 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3986 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3987 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3988 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3989 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3990 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3991 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3992 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3993 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3994 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3995 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3996 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3997 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3998 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 3999 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4000 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4001 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4002 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4003 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4004 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4005 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4006 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4007 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4008 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4009 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4010 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4011 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4012 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4013 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4014 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4015 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4016 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4017 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4018 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4019 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4020 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4021 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4022 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4023 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4024 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4025 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4026 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4027 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4028 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4029 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4030 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4031 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4032 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4033 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4034 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4035 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4036 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4037 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4038 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4039 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4040 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4041 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4042 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4043 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4044 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4045 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4046 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4047 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4048 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4049 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4050 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4051 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4052 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4053 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4054 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4055 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4056 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4057 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4058 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4059 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4060 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4061 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4062 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4063 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4064 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4065 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4066 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4067 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4068 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4069 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4070 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4071 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4072 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4073 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4074 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4075 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4076 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4077 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4078 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4079 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4080 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4081 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4082 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4083 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4084 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4085 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4086 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4087 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4088 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4089 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4090 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4091 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4092 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4093 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4094 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4095 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4096 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4097 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4098 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4099 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4100 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4101 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4102 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4103 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4104 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4105 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4106 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4107 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4108 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4109 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4110 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table ChrCustomizationReqChoice RecID 4111 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table QuestV2 RecID 65655 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table QuestV2CliTask RecID 65655 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	68943 Table QuestV2 RecID 65656 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table QuestV2CliTask RecID 65656 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	68943 Table TactKey RecID 387 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	68943 Table TactKeyLookup RecID 387 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69741 Table TactKey RecID 432 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69741 Table TactKeyLookup RecID 432 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69829 Table PlayerCondition RecID 93111 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69829 Table PlayerCondition RecID 93113 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69829 Table PlayerCondition RecID 93114 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69829 Table PlayerCondition RecID 93115 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69829 Table PlayerCondition RecID 93116 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table AnimKitSegment RecID 39802 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table CreatureDifficulty RecID 188795 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69856 Table CreatureDifficulty RecID 191116 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69856 Table CreatureDifficulty RecID 193419 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69856 Table CreatureDifficulty RecID 193420 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69856 Table CreatureDisplayInfo RecID 96648 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table CreatureXDisplayInfo RecID 255702 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table SpellEffect RecID 814746 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table SpellEffect RecID 818016 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table SpellMisc RecID 401435 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table SpellMisc RecID 402037 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69856 Table SpellScript RecID 77818 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69872 Table EdgeGlowEffect RecID 4195 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 135945 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 138159 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 139716 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 201479 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 201558 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 201779 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 201788 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 201793 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellMisc RecID 202156 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellProceduralEffect RecID 11669 VALIDATION_RESULT_DELETE
10/9 20:34:00.995  	69872 Table SpellProceduralEffect RecID 365471 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisual RecID 40404 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisual RecID 120808 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualEvent RecID 316085 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualEvent RecID 316086 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKit RecID 43957 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKit RecID 165544 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKit RecID 165545 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitEffect RecID 168786 VALIDATION_RESULT_DELETE
10/9 20:34:00.995  	69872 Table SpellVisualKitEffect RecID 456135 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitEffect RecID 456136 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitEffect RecID 456146 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitEffect RecID 456225 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitModelAttach RecID 30259 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitModelAttach RecID 38902 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitModelAttach RecID 335801 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitModelAttach RecID 477585 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellVisualKitModelAttach RecID 477586 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69872 Table SpellXSpellVisual RecID 372007 VALIDATION_RESULT_DELETE
10/9 20:34:00.995  	69877 Table TransmogHoliday RecID 168908 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69877 Table TradeSkillItem RecID 168908 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69877 Table ModifiedReagentItem RecID 168908 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69877 Table ItemSparse RecID 168908 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69877 Table ItemSearchName RecID 168908 VALIDATION_RESULT_INVALID
10/9 20:34:00.995  	69877 Table Item RecID 168908 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellEffect RecID 353718 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellEffect RecID 773008 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellEffect RecID 773411 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellEffect RecID 773420 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellEffect RecID 775879 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellEffect RecID 776992 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellScaling RecID 11626 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellScaling RecID 11654 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellScaling RecID 11656 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellScaling RecID 11705 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69878 Table SpellScaling RecID 11722 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table CreatureDisplayInfo RecID 104787 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table Curve RecID 33229 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffect RecID 1889 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffect RecID 1890 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffect RecID 4717 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffect RecID 4718 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7193 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7194 VALIDATION_RESULT_DELETE
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7195 VALIDATION_RESULT_DELETE
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7196 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7197 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7198 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table ObjectEffectPackageElem RecID 7199 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKit RecID 49733 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKit RecID 194934 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKit RecID 207120 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitAdvanced RecID 155864 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitAdvanced RecID 167981 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112895 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112896 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112897 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112898 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112899 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112900 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112901 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112902 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112903 VALIDATION_RESULT_VALID
10/9 20:34:00.995  	69879 Table SoundKitEntry RecID 112904 VALIDATION_RESULT_VALID
